ID	official_symbol	virtual	kinase_function	phosphorylation_site
up_at5g19550	upregulator_of_ASP2	virtual	unknown	unknown
up_at5g20230	upregulator_of_BCB	virtual	unknown	unknown
up_at5g20400	upregulator_of_AT5G20400	virtual	unknown	unknown
up_at5g20960	upregulator_of_AO1	virtual	unknown	unknown
up_at5g24270	upregulator_of_SOS3	virtual	unknown	unknown
up_at5g24530	upregulator_of_DMR6	virtual	unknown	unknown
up_at5g25170	upregulator_of_AT5G25170	virtual	unknown	unknown
up_at5g25350	upregulator_of_EBF2	virtual	unknown	unknown
up_at5g25440	upregulator_of_AT5G25440	virtual	unknown	unknown
up_at5g25770	upregulator_of_AT5G25770	virtual	unknown	unknown
up_at5g25900	upregulator_of_GA3	virtual	unknown	unknown
up_at5g25930	upregulator_of_AT5G25930	virtual	unknown	unknown
up_at5g26340	upregulator_of_MSS1	virtual	unknown	unknown
up_at5g27420	upregulator_of_CNI1	virtual	unknown	unknown
up_at5g27600	upregulator_of_LACS7	virtual	unknown	unknown
up_at5g37600	upregulator_of_GSR 1	virtual	unknown	unknown
up_at5g38210	upregulator_of_AT5G38210	virtual	unknown	unknown
up_at5g38900	upregulator_of_AT5G38900	virtual	unknown	unknown
up_at5g39020	upregulator_of_AT5G39020	virtual	unknown	unknown
up_at5g39950	upregulator_of_TRX2	virtual	unknown	unknown
up_at5g40170	upregulator_of_RLP54	virtual	unknown	unknown
up_at5g40990	upregulator_of_GLIP1	virtual	unknown	unknown
up_at5g43450	upregulator_of_AT5G43450	virtual	unknown	unknown
up_at5g44070	upregulator_of_CAD1	virtual	unknown	unknown
up_at5g44210	upregulator_of_ERF9	virtual	unknown	unknown
up_at5g44580	upregulator_of_AT5G44580	virtual	unknown	unknown
up_at5g44790	upregulator_of_RAN1	virtual	unknown	unknown
up_at5g44870	upregulator_of_AT5G44870	virtual	unknown	unknown
up_at5g46050	upregulator_of_PTR3	virtual	unknown	unknown
up_at5g46350	upregulator_of_WRKY8	virtual	unknown	unknown
up_at5g47230	upregulator_of_ERF5	virtual	unknown	unknown
up_at5g48380	upregulator_of_BIR1	virtual	unknown	unknown
up_at5g48540	upregulator_of_AT5G48540	virtual	unknown	unknown
up_at5g50200	upregulator_of_WR3	virtual	unknown	unknown
up_at5g52750	upregulator_of_AT5G52750	virtual	unknown	unknown
up_at5g54960	upregulator_of_PDC2	virtual	unknown	unknown
up_at5g56220	upregulator_of_AT5G56220	virtual	unknown	unknown
up_at5g57220	upregulator_of_CYP81F2	virtual	unknown	unknown
up_at5g57240	upregulator_of_ORP4C	virtual	unknown	unknown
up_at5g58940	upregulator_of_CRCK1	virtual	unknown	unknown
up_at5g60900	upregulator_of_RLK1	virtual	unknown	unknown
up_at5g60950	upregulator_of_COBL5	virtual	unknown	unknown
up_at5g61010	upregulator_of_EXO70E2	virtual	unknown	unknown
up_at5g61530	upregulator_of_AT5G61530	virtual	unknown	unknown
up_at5g63030	upregulator_of_AT5G63030	virtual	unknown	unknown
up_at5g67480	upregulator_of_BT4	virtual	unknown	unknown
